TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
NEG:ibr-122-ae,Negative,per-assert,Doc-Type,480,Commercial Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-122-ae: When Invoice type code (IBT-003) is 'Out of scope of VAT' or 'Credit note related to goods or services', then the Docume [IBT-003,IBT-095,IBT-102,IBT-151]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-122-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; set //cbc:InvoiceTypeCode = 480,INVALID (fires ibr-122-ae),ibr-122-ae,AE,"IBT-003,IBT-095,IBT-102,IBT-151","When Invoice type code (IBT-003) is 'Out of scope of VAT' or 'Credit note related to goods or services', then the Docume",schematron,FAIL,ibr-122-ae,VERIFIED,schematron AE,doctype is the mutated variable
NEG:ibr-124-ae,Negative,per-assert,References/Dates,381,Tax Credit Note,S,Standard,G,AED,"Fault injected to violate ibr-124-ae: VAT point date [IBT-007] MUST not be there when invoice type code (IBT-003) is 'credit note' or 'Credit note related to [IBT-003,IBT-007]",pint-creditnote/Standard tax credit Note.xml,catalog_xml/NEG_ibr-124-ae.xml,seed=pint-creditnote/Standard tax credit Note.xml ; add . (<cbc:TaxPointDate>2024-01-01</cbc:TaxPointDate>),INVALID (fires ibr-124-ae),ibr-124-ae,AE,"IBT-003,IBT-007",VAT point date [IBT-007] MUST not be there when invoice type code (IBT-003) is 'credit note' or 'Credit note related to ,schematron,FAIL,ibr-124-ae,VERIFIED,schematron AE,
NEG:ibr-127-ae,Negative,per-assert,References/Dates,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-127-ae: Payment due date [IBT-009] MUST be present when the amount due for payment (IBT-115) greater than 0, except when invoice [BTAE-002,IBT-003,IBT-009,IBT-115]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-127-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; del cbc:DueDate,INVALID (fires ibr-127-ae),ibr-127-ae,AE,"BTAE-002,IBT-003,IBT-009,IBT-115","Payment due date [IBT-009] MUST be present when the amount due for payment (IBT-115) greater than 0, except when invoice",schematron,FAIL,ibr-127-ae,VERIFIED,schematron AE,
NEG:ibr-116-ae,Negative,per-assert,Transaction-Flag,380,Tax Invoice,S,Margin,n/a,AED,"Fault injected to violate ibr-116-ae: When Invoice transaction-type code (BTAE-02) has value XX1XXXXX (Margin scheme), then the tax category code (IBT-151) sh [BTAE-02,IBT-151]",pint-invoice/Margin scheme.xml,catalog_xml/NEG_ibr-116-ae.xml,seed=pint-invoice/Margin scheme.xml ; set //cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID = S,INVALID (fires ibr-116-ae),ibr-116-ae,AE,"BTAE-02,IBT-151","When Invoice transaction-type code (BTAE-02) has value XX1XXXXX (Margin scheme), then the tax category code (IBT-151) sh",schematron,FAIL,aligned-ibrp-s-01;ibr-102-ae;ibr-116-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-01;ibr-102-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
NEG:ibr-151-ae,Negative,per-assert,Allowance-Charge,380,Tax Invoice,E,Standard,n/a,AED,"Fault injected to violate ibr-151-ae: When Invoice type code (IBT-003) is 'Commercial invoice' or 'Credit note', Invoiced item VAT category code (IBT-151) sho [IBT-003,IBT-151]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_ibr-151-ae.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; set //cbc:InvoiceTypeCode = 380,INVALID (fires ibr-151-ae),ibr-151-ae,AE,"IBT-003,IBT-151","When Invoice type code (IBT-003) is 'Commercial invoice' or 'Credit note', Invoiced item VAT category code (IBT-151) sho",schematron,FAIL,ibr-151-ae,VERIFIED,schematron AE,doctype is the mutated variable
NEG:ibr-152-ae,Negative,per-assert,Transaction-Flag,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-152-ae: In Delivery Information (IBG-13), Deliver to address line 1 (IBT-075), deliver to city (IBT-077), deliver to country sub [BTAE-02,IBG-13,IBT-075,IBT-077,IBT-079,IBT-080]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-152-ae.xml,seed=pint-invoice/Exports.xml ; del //cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName ; del //cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName ; del //cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,INVALID (fires ibr-152-ae),ibr-152-ae,AE,"BTAE-02,IBG-13,IBT-075,IBT-077,IBT-079,IBT-080","In Delivery Information (IBG-13), Deliver to address line 1 (IBT-075), deliver to city (IBT-077), deliver to country sub",schematron,FAIL,ibr-152-ae,VERIFIED,schematron AE,
NEG:ibr-153-ae,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-153-ae: When the Tax accounting currency (IBT-006) is set to AED and the invoice currency code (IBT-005) differs from AED, the s [BTAE-04,IBT-005,IBT-006]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-153-ae.xml,seed=pint-invoice/Exports.xml ; set cac:TaxExchangeRate/cbc:SourceCurrencyCode = ZZ,INVALID (fires ibr-153-ae),ibr-153-ae,AE,"BTAE-04,IBT-005,IBT-006","When the Tax accounting currency (IBT-006) is set to AED and the invoice currency code (IBT-005) differs from AED, the s",schematron,FAIL,ibr-153-ae,VERIFIED,schematron AE,
NEG:ibr-157-ae,Negative,per-assert,Transaction-Flag,480,Commercial Invoice,O,Deemed,n/a,AED,"Fault injected to violate ibr-157-ae: Invoice Transaction-type code (BTAE-02) cannot be XXX1XXXX (Summary invoice) or X1XXXXXX (Deemed supply) or XX1XXXXX (Ma [BTAE-02,IBT-003]",pint-invoice/Commercial invoice.xml,catalog_xml/NEG_ibr-157-ae.xml,seed=pint-invoice/Commercial invoice.xml ; set //cbc:ProfileExecutionID = 01000000,INVALID (fires ibr-157-ae),ibr-157-ae,AE,"BTAE-02,IBT-003",Invoice Transaction-type code (BTAE-02) cannot be XXX1XXXX (Summary invoice) or X1XXXXXX (Deemed supply) or XX1XXXXX (Ma,schematron,FAIL,ibr-157-ae,VERIFIED,schematron AE,
NEG:ibr-158-ae,Negative,per-assert,Codelist-Value,381,Tax Credit Note,S,Standard,G,AED,"Fault injected to violate ibr-158-ae: Where the Invoice type code [IBT-003] is 'Credit note', Credit note reason code [BTAE-03] MUST be there . [BTAE-03,IBT-003]",pint-creditnote/Standard tax credit Note.xml,catalog_xml/NEG_ibr-158-ae.xml,seed=pint-creditnote/Standard tax credit Note.xml ; del cac:DiscrepancyResponse/cbc:ResponseCode,INVALID (fires ibr-158-ae),ibr-158-ae,AE,"BTAE-03,IBT-003","Where the Invoice type code [IBT-003] is 'Credit note', Credit note reason code [BTAE-03] MUST be there .",schematron,FAIL,ibr-055-ae;ibr-079;ibr-158-ae,VERIFIED,schematron AE,"co-fires EXPECTED (ibr-055-ae;ibr-079): same/adjacent element — the deletion removes a node the co-fired rule also reads (child, attribute, or sibling requirement)"
NEG:ibr-159-ae,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-159-ae: Currency exchange rate [BTAE-04] is MUST when then Invoice currency code [IBT-005] is different from 'AED'. [BTAE-04,IBT-005]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-159-ae.xml,seed=pint-invoice/Exports.xml ; del cac:TaxExchangeRate/cbc:CalculationRate,INVALID (fires ibr-159-ae),ibr-159-ae,AE,"BTAE-04,IBT-005",Currency exchange rate [BTAE-04] is MUST when then Invoice currency code [IBT-005] is different from 'AED'.,schematron,FAIL,ibr-153-ae;ibr-159-ae,VERIFIED,schematron AE,co-fires EXPECTED (ibr-153-ae): currency cascade — the perturbed currency/exchange limb is read by all the co-fired currency rules
NEG:ibr-160-ae,Negative,per-assert,References/Dates,380,Tax Invoice,S+AE,Summary,G,AED,"Fault injected to violate ibr-160-ae: When Frequency of billing (BTAE-06) value is 'Others', then value should be provided in Invoice note (IBT-022). [BTAE-06,IBT-022]",pint-invoice/Summary tax invoice.xml,catalog_xml/NEG_ibr-160-ae.xml,seed=pint-invoice/Summary tax invoice.xml ; add cac:InvoicePeriod (<cbc:DescriptionCode>OTH</cbc:DescriptionCode>) ; del cbc:Note,INVALID (fires ibr-160-ae),ibr-160-ae,AE,"BTAE-06,IBT-022","When Frequency of billing (BTAE-06) value is 'Others', then value should be provided in Invoice note (IBT-022).",schematron,FAIL,ibr-160-ae,VERIFIED,schematron AE,
NEG:ibr-175-ae,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-175-ae: When Invoice currency code [IBT-005] is other than 'AED' and Tax accounting currency [IBT-006] is 'AED', then the value [BTAE-20,IBT-005,IBT-006,IBT-111]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-175-ae.xml,seed=pint-invoice/Exports.xml ; del cac:TaxTotal/cbc:TaxAmount[@currencyID='AED'],INVALID (fires ibr-175-ae),ibr-175-ae,AE,"BTAE-20,IBT-005,IBT-006,IBT-111","When Invoice currency code [IBT-005] is other than 'AED' and Tax accounting currency [IBT-006] is 'AED', then the value ",schematron,FAIL,ibr-053;ibr-084;ibr-175-ae,VERIFIED,schematron AE,co-fires EXPECTED (ibr-053;ibr-084): currency cascade — the perturbed currency/exchange limb is read by all the co-fired currency rules
NEG:ibr-176-ae,Negative,per-assert,Transaction-Flag,380,Tax Invoice,S,Agent,G,AED,"Fault injected to violate ibr-176-ae: When Invoice transaction type code [BTAE-02] is XXXXX1XX (Disclosed agent billing), then the value in field Seller VAT I [BTAE-02,BTAE-14,IBT-031]",pint-invoice/Disclosed.agent.billing.xml,catalog_xml/NEG_ibr-176-ae.xml,seed=pint-invoice/Disclosed.agent.billing.xml ; set cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID = 100000000000003 ; set cac:SellerSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID = 100000000000003,INVALID (fires ibr-176-ae),ibr-176-ae,AE,"BTAE-02,BTAE-14,IBT-031","When Invoice transaction type code [BTAE-02] is XXXXX1XX (Disclosed agent billing), then the value in field Seller VAT I",schematron,FAIL,ibr-176-ae,VERIFIED,schematron AE,
NEG:ibr-190-ae,Negative,per-assert,Allowance-Charge,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-190-ae: When the Invoiced item VAT category code (ibt-151), Document level allowance VAT category code (ibt-095), Document level [IBT-095,IBT-096,IBT-102,IBT-103,IBT-151,IBT-152]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-190-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent = 7,INVALID (fires ibr-190-ae),ibr-190-ae,AE,"IBT-095,IBT-096,IBT-102,IBT-103,IBT-151,IBT-152","When the Invoiced item VAT category code (ibt-151), Document level allowance VAT category code (ibt-095), Document level",schematron,FAIL,aligned-ibrp-s-08;aligned-ibrp-s-09;ibr-190-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-08;aligned-ibrp-s-09): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-191-ae,Negative,per-assert,Payment,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-191-ae: Payment means type code (ibt-081) must be provided except when the invoice type code (ibt-003) is 'Credit note' or ""Cred [BTAE-002,IBT-003,IBT-081]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-191-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:PaymentMeans/cbc:PaymentMeansCode,INVALID (fires ibr-191-ae),ibr-191-ae,AE,"BTAE-002,IBT-003,IBT-081","Payment means type code (ibt-081) must be provided except when the invoice type code (ibt-003) is 'Credit note' or ""Cred",schematron,FAIL,ibr-049;ibr-191-ae,VERIFIED,schematron AE,"co-fires EXPECTED (ibr-049): same/adjacent element — the deletion removes a node the co-fired rule also reads (child, attribute, or sibling requirement)"
NEG:ibr-154-ae,Negative,per-assert,Codelist-Value,380,Tax Invoice,S,0001,n/a,AED,Fault injected to violate ibr-154-ae: Invoice Transaction-type code (BTAE-02) must be provided from the Invoice Transaction Type Code List. It should be a str [BTAE-02],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-154-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; set //cbc:ProfileExecutionID = 0001,INVALID (fires ibr-154-ae),ibr-154-ae,AE,BTAE-02,Invoice Transaction-type code (BTAE-02) must be provided from the Invoice Transaction Type Code List. It should be a str,schematron,FAIL,ibr-154-ae,VERIFIED,schematron AE,
NEG:ibr-140-ae,Negative,per-assert,Currency/FX,380,Tax Invoice,Z,Exports,G,USD,"Fault injected to violate ibr-140-ae: When VAT accounting currency (IBT-006) is present, it shall be AED. [IBT-006]",pint-invoice/Exports.xml,catalog_xml/NEG_ibr-140-ae.xml,seed=pint-invoice/Exports.xml ; set /ubl:Invoice/cbc:TaxCurrencyCode = @@BAD@@,INVALID (fires ibr-140-ae),ibr-140-ae,AE,IBT-006,"When VAT accounting currency (IBT-006) is present, it shall be AED.",schematron,FAIL,ibr-053;ibr-084;ibr-140-ae;ibr-175-ae;ibr-cl-05,VERIFIED,schematron AE,co-fires EXPECTED (ibr-053;ibr-084;ibr-175-ae;ibr-cl-05): currency cascade — the perturbed currency/exchange limb is read by all the co-fired currency rules
NEG:ibr-193-ae,Negative,per-assert,References/Dates,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-193-ae: The unique identifier number (BTAE-07) must be provided. [BTAE-07],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-193-ae.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; del /ubl:Invoice/cbc:UUID,INVALID (fires ibr-193-ae),ibr-193-ae,AE,BTAE-07,The unique identifier number (BTAE-07) must be provided.,schematron,FAIL,ibr-193-ae,VERIFIED,schematron AE,
NEG:ibr-125-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-125-ae: In Item Information(IBG-31), Item description (IBT-154) MUST be there. [IBG-31,IBT-154]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-125-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:InvoiceLine/cac:Item/cbc:Description,INVALID (fires ibr-125-ae),ibr-125-ae,AE,"IBG-31,IBT-154","In Item Information(IBG-31), Item description (IBT-154) MUST be there.",schematron,FAIL,ibr-125-ae,VERIFIED,schematron AE,
NEG:ibr-166-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,AE,Standard,G,AED,"Fault injected to violate ibr-166-ae: In Item information (IBG-31) where Invoiced VAT category code (IBT-151) is 'Reverse charge', Type of goods or services ( [BTAE-09,IBG-31,IBT-151]",pint-invoice/Supply under Reverse charge mechanism.xml,catalog_xml/NEG_ibr-166-ae.xml,seed=pint-invoice/Supply under Reverse charge mechanism.xml ; del //cac:Item/cac:CommodityClassification/cbc:NatureCode,INVALID (fires ibr-166-ae),ibr-166-ae,AE,"BTAE-09,IBG-31,IBT-151","In Item information (IBG-31) where Invoiced VAT category code (IBT-151) is 'Reverse charge', Type of goods or services (",schematron,FAIL,ibr-166-ae,VERIFIED,schematron AE,
NEG:ibr-184-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate ibr-184-ae: When the Item type [BTAE-13] is 'Goods' then Item classification identifier (ibt-158) must be provided. [BTAE-13,IBT-158]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-184-ae.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:CommodityCode = G ; del cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode,INVALID (fires ibr-184-ae),ibr-184-ae,AE,"BTAE-13,IBT-158",When the Item type [BTAE-13] is 'Goods' then Item classification identifier (ibt-158) must be provided.,schematron,FAIL,ibr-184-ae,VERIFIED,schematron AE,
NEG:ibr-185-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,S,AED,"Fault injected to violate ibr-185-ae: When the Item type [BTAE-13] is 'Services' then Service accounting code (BTAE-17) must be provided. [BTAE-13,BTAE-17]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-185-ae.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:CommodityCode = S,INVALID (fires ibr-185-ae),ibr-185-ae,AE,"BTAE-13,BTAE-17",When the Item type [BTAE-13] is 'Services' then Service accounting code (BTAE-17) must be provided.,schematron,FAIL,ibr-185-ae,VERIFIED,schematron AE,
NEG:ibr-186-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,B,AED,"Fault injected to violate ibr-186-ae: When the Item type [BTAE-13] is 'Both' then Item classification identifier (ibt-158) and Service accounting code (BTAE-1 [BTAE-13,BTAE-17,IBT-158]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-186-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; add cac:InvoiceLine/cac:Item (<cac:CommodityClassification><cbc:CommodityCode>B</cbc:CommodityCode></cac:CommodityClassification>),INVALID (fires ibr-186-ae),ibr-186-ae,AE,"BTAE-13,BTAE-17,IBT-158",When the Item type [BTAE-13] is 'Both' then Item classification identifier (ibt-158) and Service accounting code (BTAE-1,schematron,FAIL,ibr-186-ae,VERIFIED,schematron AE,
NEG:ibr-187-ae,Negative,documented,Item/Classification,n/a,n/a,n/a,n/a,n/a,n/a,Assert ibr-187-ae unreachable via harness (DEAD). Requirement: The minimum number of digits to be provided should be 'X' in Item classification identifier (ibt-158) and Service accoun,,(documented — no instance),,INVALID,ibr-187-ae,AE,"BTAE-17,IBT-158",The minimum number of digits to be provided should be 'X' in Item classification identifier (ibt-158) and Service accoun,,,,DOCUMENTED,schematron AE,DEAD
NEG:ibr-188-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,Fault injected to violate ibr-188-ae: The scheme identifier (ibt-158-1) MUST be HS when Item classification identifier (ibt-158) is provided. [IBT-158],pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_ibr-188-ae.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; attr cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode @listID = ZZ,INVALID (fires ibr-188-ae),ibr-188-ae,AE,IBT-158,The scheme identifier (ibt-158-1) MUST be HS when Item classification identifier (ibt-158) is provided.,schematron,FAIL,ibr-188-ae;ibr-cl-13,VERIFIED,schematron AE,"co-fires EXPECTED (ibr-cl-13): single fault legitimately violates the co-fired rule(s): adjacent field, derived total, redundant guard, or category cascade"
NEG:ibr-189-ae,Negative,per-assert,Item/Classification,380,Tax Invoice,S,Standard,n/a,AED,Fault injected to violate ibr-189-ae: The scheme identifier (BTAE-17-1) MUST be SAC when Service accounting code (BTAE-17) is provided. [BTAE-17],pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-189-ae.xml,"seed=pint-invoice/Standard tax invoice.xml ; add cac:InvoiceLine/cac:Item (<cac:AdditionalItemIdentification><cbc:ID schemeID=""ZZ"">x</cbc:ID></cac:AdditionalItemIdentification>)",INVALID (fires ibr-189-ae),ibr-189-ae,AE,BTAE-17,The scheme identifier (BTAE-17-1) MUST be SAC when Service accounting code (BTAE-17) is provided.,schematron,FAIL,ibr-189-ae,VERIFIED,schematron AE,
NEG:aligned-ibrp-045,Negative,per-assert,Currency/FX,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-045: Each VAT breakdown (ibg-23) MUST have a VAT category taxable amount (ibt-116). [IBG-23,IBT-116]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-045.xml,"seed=pint-invoice/Standard tax invoice.xml ; add cac:TaxTotal (<cac:TaxSubtotal><cbc:TaxAmount currencyID=""AED"">0</cbc:TaxAmount><cac:TaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:TaxCategory></cac:TaxSubtotal>)",INVALID (fires aligned-ibrp-045),aligned-ibrp-045,AE,"IBG-23,IBT-116",Each VAT breakdown (ibg-23) MUST have a VAT category taxable amount (ibt-116).,schematron,FAIL,aligned-ibrp-045;aligned-ibrp-z-08,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-z-08): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-046,Negative,per-assert,Currency/FX,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-046: Each VAT breakdown (ibg-23) MUST have a VAT category tax amount (ibt-117). [IBG-23,IBT-117]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-046.xml,"seed=pint-invoice/Standard tax invoice.xml ; add cac:TaxTotal (<cac:TaxSubtotal><cbc:TaxableAmount currencyID=""AED"">0</cbc:TaxableAmount><cac:TaxCategory><cbc:ID>Z</cbc:ID><cbc:Percent>0</cbc:Percent><cac:TaxScheme><cbc:ID>VAT</cbc:ID></cac:TaxScheme></cac:TaxCategory></cac:TaxSubtotal>)",INVALID (fires aligned-ibrp-046),aligned-ibrp-046,AE,"IBG-23,IBT-117",Each VAT breakdown (ibg-23) MUST have a VAT category tax amount (ibt-117).,schematron,FAIL,aligned-ibrp-046;aligned-ibrp-z-09,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-z-09): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-047,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-047: Each VAT breakdown (ibg-23) MUST be defined through a VAT category code (ibt-118). [IBG-23,IBT-118]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-047.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID,INVALID (fires aligned-ibrp-047),aligned-ibrp-047,AE,"IBG-23,IBT-118",Each VAT breakdown (ibg-23) MUST be defined through a VAT category code (ibt-118).,schematron,FAIL,aligned-ibrp-047;aligned-ibrp-s-01,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-01): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-048,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-048: Each VAT breakdown (ibg-23) MUST have a VAT category rate (ibt-119), except if the Invoice is not subject to VAT or Exem [IBG-23,IBT-119]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-048.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,INVALID (fires aligned-ibrp-048),aligned-ibrp-048,AE,"IBG-23,IBT-119","Each VAT breakdown (ibg-23) MUST have a VAT category rate (ibt-119), except if the Invoice is not subject to VAT or Exem",schematron,FAIL,aligned-ibrp-048;aligned-ibrp-s-08;aligned-ibrp-s-09;ibr-119-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-08;aligned-ibrp-s-09;ibr-119-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
NEG:ibr-119-ae,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate ibr-119-ae: Each VAT breakdown (IBG-23) shall have a VAT category rate (IBT-119), except if the Invoice is not subject to VAT or Exe [IBG-23,IBT-119]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_ibr-119-ae.xml,seed=pint-invoice/Standard tax invoice.xml ; del cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent,INVALID (fires ibr-119-ae),ibr-119-ae,AE,"IBG-23,IBT-119","Each VAT breakdown (IBG-23) shall have a VAT category rate (IBT-119), except if the Invoice is not subject to VAT or Exe",schematron,FAIL,aligned-ibrp-048;aligned-ibrp-s-08;aligned-ibrp-s-09;ibr-119-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-048;aligned-ibrp-s-08;aligned-ibrp-s-09): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-s-05,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-s-05: In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Standard rated"" the Invoiced item VA [IBG-25,IBT-151,IBT-152]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-s-05.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent = 0,INVALID (fires aligned-ibrp-s-05),aligned-ibrp-s-05,AE,"IBG-25,IBT-151,IBT-152","In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Standard rated"" the Invoiced item VA",schematron,FAIL,aligned-ibrp-s-05;aligned-ibrp-s-08,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-08): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-s-06,Negative,per-assert,Tax-Category,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate aligned-ibrp-s-06: In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Standard rated"" [IBG-20,IBT-95,IBT-96]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_aligned-ibrp-s-06.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 0,INVALID (fires aligned-ibrp-s-06),aligned-ibrp-s-06,AE,"IBG-20,IBT-95,IBT-96","In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Standard rated""",schematron,FAIL,aligned-ibrp-s-06;aligned-ibrp-s-07;aligned-ibrp-s-08;ibr-190-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-07;aligned-ibrp-s-08;ibr-190-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
